No,Ionizable lipid,Helper lipid,Cholesterol,PEG,Additional component,,Organ,,Ionizable lipid(S),Helper lipid(S),Cholesterol(S),PEG(S),Additional component(S),,,,Ionizable lipid(M),Helper lipid(M),Cholesterol(M),PEG(M),Additional component(M)
149,E8s-200,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CCC(C)CCCCCCCCC(O)CN(CC(O)CCCCCCCCC(C)CC)CCN(CC(O)CCCCCCCCC(C)CC)CCN1CCN(CC1)CCN(CC(O)CCCCCCCCC(C)CC)CC(O)CCCCCCCCC(C)CC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
150,E8t-200,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CC(C)(C)CCCCCCCCC(O)CN(CC(O)CCCCCCCCC(C)(C)C)CCN(CC(O)CCCCCCCCC(C)(C)C)CCN1CCN(CC1)CCN(CC(O)CCCCCCCCC(C)(C)C)CC(O)CCCCCCCCC(C)(C)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
151,C8-494,DOPE,cholesterol,C14-PEG2000,\,,None,,CCCCCCC(O)CN(CC(O)CCCCCC)CCOCCN(CC(O)CCCCCC)CCN1CCN(CCOCCN(CC(O)CCCCCC)CC(O)CCCCCC)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
152,C10-494,DOPE,cholesterol,C14-PEG2000,\,,None,,CCCCCCCCC(O)CN(CC(O)CCCCCCCC)CCOCCN(CC(O)CCCCCCCC)CCN1CCN(CCOCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
153,C12-494,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CCCCCCCCCCC(O)CN(CC(O)CCCCCCCCCC)CCOCCN(CC(O)CCCCCCCCCC)CCN1CCN(CCOCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
154,C14-494,DOPE,cholesterol,C14-PEG2000,\,,None,,CCCCCCCCCCCCC(O)CN(CC(O)CCCCCCCCCCCCC)CCOCCN(CC(O)CCCCCCCCCCCCC)CCN1CCN(CCOCCN(CC(O)CCCCCCCCCCCCC)CC(O)CCCCCCCCCCCCC)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
155,E4i-494,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CC(C)CCCCC(O)CN(CC(O)CCCCC(C)C)CCOCCN(CC(O)CCCCC(C)C)CCN1CCN(CCOCCN(CC(O)CCCCC(C)C)CC(O)CCCCC(C)C)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
156,E4s-494,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CCC(C)CCCCC(O)CN(CC(O)CCCCC(C)CC)CCOCCN(CC(O)CCCCC(C)CC)CCN1CCN(CCOCCN(CC(O)CCCCC(C)CC)CC(O)CCCCC(C)CC)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
157,E4t-494,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CC(C)(C)CCCCC(O)CN(CC(O)CCCCC(C)(C)C)CCOCCN(CC(O)CCCCC(C)(C)C)CCN1CCN(CCOCCN(CC(O)CCCCC(C)(C)C)CC(O)CCCCC(C)(C)C)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
158,E6i-494,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CC(C)CCCCCCC(O)CN(CC(O)CCCCCCC(C)C)CCOCCN(CC(O)CCCCCCC(C)C)CCN1CCN(CCOCCN(CC(O)CCCCCCC(C)C)CC(O)CCCCCCC(C)C)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
159,E6s-494,DOPE,cholesterol,C14-PEG2000,\,,None,,CCC(C)CCCCCCC(O)CN(CC(O)CCCCCCC(C)CC)CCOCCN(CC(O)CCCCCCC(C)CC)CCN1CCN(CCOCCN(CC(O)CCCCCCC(C)CC)CC(O)CCCCCCC(C)CC)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
160,E6t-494,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CC(C)(C)CCCCCCC(O)CN(CC(O)CCCCCCC(C)(C)C)CCOCCN(CC(O)CCCCCCC(C)(C)C)CCN1CCN(CCOCCN(CC(O)CCCCCCC(C)(C)C)CC(O)CCCCCCC(C)(C)C)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
161,E8i-494,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CC(C)CCCCCCCCC(O)CN(CC(O)CCCCCCCCC(C)C)CCOCCN(CC(O)CCCCCCCCC(C)C)CCN1CCN(CCOCCN(CC(O)CCCCCCCCC(C)C)CC(O)CCCCCCCCC(C)C)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
162,E8s-494,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CCC(C)CCCCCCCCC(O)CN(CC(O)CCCCCCCCC(C)CC)CCOCCN(CC(O)CCCCCCCCC(C)CC)CCN1CCN(CCOCCN(CC(O)CCCCCCCCC(C)CC)CC(O)CCCCCCCCC(C)CC)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
163,E8t-494,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CC(C)(C)CCCCCCCCC(O)CN(CC(O)CCCCCCCCC(C)(C)C)CCOCCN(CC(O)CCCCCCCCC(C)(C)C)CCN1CCN(CCOCCN(CC(O)CCCCCCCCC(C)(C)C)CC(O)CCCCCCCCC(C)(C)C)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
164,E10i-494,DOPE,cholesterol,C14-PEG2000,\,,None,,CC(C)CCCCCCCCCCC(O)CN(CC(O)CCCCCCCCCCC(C)C)CCOCCN(CC(O)CCCCCCCCCCC(C)C)CCN1CCN(CCOCCN(CC(O)CCCCCCCCCCC(C)C)CC(O)CCCCCCCCCCC(C)C)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
165,E10s-494,DOPE,cholesterol,C14-PEG2000,\,,None,,CCC(C)CCCCCCCCCCC(O)CN(CC(O)CCCCCCCCCCC(C)CC)CCOCCN(CC(O)CCCCCCCCCCC(C)CC)CCN1CCN(CCOCCN(CC(O)CCCCCCCCCCC(C)CC)CC(O)CCCCCCCCCCC(C)CC)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
166,E10t-494,DOPE,cholesterol,C14-PEG2000,\,,None,,CC(C)(C)CCCCCCCCCCC(O)CN(CC(O)CCCCCCCCCCC(C)(C)C)CCOCCN(CC(O)CCCCCCCCCCC(C)(C)C)CCN1CCN(CCOCCN(CC(O)CCCCCCCCCCC(C)(C)C)CC(O)CCCCCCCCCCC(C)(C)C)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
167,SM-102,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCOC(=O)CCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCO,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,50,10,38.5,1.5,0
168,ALC-0315,DSPC,cholesterol,ALC-0159,\,,Liver,,CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCCCOC(=O)C(CCCCCC)CCCCCCCC)CCCCO,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCN(CCCCCCCCCCCCCC)C(=O)COCCOC.N,\,,,,46.3,9.4,42.7,1.6,0
169,a10k1,DSPC,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCN(CCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
170,a10k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCN(CCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCC)CCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
171,a10k3,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCN(CCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCC)CCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCC)CCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
172,a10k4,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCN(CCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCC)CCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCC)CCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCC)CCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
173,a10k5,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCN(CCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCC)CCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCC)CCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCC)CCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCC)CCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
174,a12k1,DSPC,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
175,a12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
176,a12k3,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
177,a12k4,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
178,a12k5,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
179,a14k1,DSPC,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCCCCN(CCCCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
180,a14k2,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCCCN(CCCCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
181,a14k3,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCCCN(CCCCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
182,a14k4,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCCCN(CCCCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
183,a14k5,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCCCN(CCCCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCCCC)CCCCCCCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC)NC(=O)[C@H](CCCCN(CCCCCCCCCCCCCCC)CCCCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
